537387,371640.027172,tiTeqf1FvE,30402,812895.327483,qCFU0Vv6ES
545013,624753.563040,5peQvQBunP,80901,764678.321092,WfXYbbbzdy
589932,58848.535460,OjrRQxsBf6,559512,853984.819826,DfzLFsiT2j
766644,688171.582423,IyLA4jmp3v,161257,362416.265889,MMaaHSzyoI
918556,529655.125208,gmljtuRtP3,127233,392043.622007,Y7zfNTj82s
619204,18687.644408,3PeZC3WUi1,518613,951039.267521,F0iiZGQ0yZ
387956,985779.423108,0Nbqb0EjKU,539923,750602.260258,a4Joz55z0Z
15425,128863.185975,YDn4cr2Iv0,920420,366734.602940,xjEBLjUpDQ
837916,314491.379094,FII9uiS17F,665769,750786.654348,621Gl5IcJK
862304,537557.162420,dQYoWoorrY,29668,527686.161758,eQbN5T4Mr8
337197,798550.678111,KmWhWS4uLV,184846,238534.825770,pPTib0Uyp0
212109,30120.991074,Un9yZCQ4d6,443502,486201.567414,u9tkYgeEwn
212763,960556.642219,8yA0357uGA,718820,375049.549104,vQXhalM50K
276553,735466.452626,69ZW1fQejb,777426,913822.594069,lYIbaEDlKC
209176,577128.761490,qWFrn2yEFc,983782,496659.921295,dUA7DUBdpN
859828,464113.840030,uKi5bhnQrw,851044,66990.568980,cZpcESblCg
909992,343418.438410,A8iVGiEqPF,412612,63291.011467,0dNsL3YBoh
853542,814768.406195,0mOoYmSCYc,924421,692213.569273,3dCoBqoVyH
700866,553245.816295,6bXKR5kW1W,784324,742753.531414,t5D7PoaPZB
692572,450754.505457,ilPnjUd6Yn,84017,302243.132063,igQWmPbD09
645236,73582.391033,d8ljnQZXEG,396684,663764.962124,qSDY0DJswD
98045,956617.758706,v9bgCGf67t,922406,646534.138085,bp2aagHF2h
16961,905343.936929,PCC6t9u3mR,818585,571582.004010,uBmTnqc9v2
745228,135587.748320,0jB2OCeG9N,64261,461351.160043,s28IBpmUOT
407212,522397.988725,WSUohLTcg5,979259,721127.993108,mTor78VmKk
268358,308025.973975,maPZsY1idg,926234,820493.567327,H2mztsoPnr
129003,585161.530038,q1hfbmZox8,940771,913243.676530,vR08bVzMuJ
742230,853293.162365,H0SzDgwJHJ,935689,106108.868477,LTuyTj5Ikl
844555,809211.099825,ckXfGLZ4PN,724791,951242.809092,FcAns3xHnP
251066,552645.691719,i07A2uqqih,529921,114282.801642,Xy0c4kzrJn
802286,203890.229297,a2PTGSx4iC,619390,712484.575532,Mc4KhJHJBw
462530,989155.208191,8vxLbKQY6X,928148,690678.315285,NVuWBUPQa6
442683,733093.554026,YAUXZYTjSt,124202,788595.533658,WM63YskuKF
513756,830590.263074,AtB4Gi2DDS,860474,983882.157934,HGeoAsr6YB
222734,276850.168767,pviRap2whg,602468,768247.427141,NQ9lAcz0PG
176769,187455.119458,PFLqahISbd,286091,953417.570652,tG7kSALhiz
585168,797763.443729,Tevh0Xv4MB,664288,962226.126504,RdwPvybTY1
291046,203515.387915,noDlr3QfnK,609190,461047.072859,a0Ei7wasUS
625002,928984.721031,g6E6TOTHn8,239788,564570.854214,xQdV2h6GRI
222585,20269.088275,wpWpZfVsAF,97841,229747.850633,kjEmfz90oJ
583626,928832.404042,QtmwW4tNCF,760784,163537.822340,1g2p7HLfWA
322516,144802.621876,OINGgczUDo,677145,748834.879796,nW2J4zlGbD
184990,164412.779298,cUxQr53li8,572237,21682.273411,zkvwayIboR
233974,102100.462728,vut0ADefGV,474119,363363.104919,xFDhmSkm98
13056,740115.330598,JikNMp9L1Z,845677,593385.234856,U8fHOLSyS3
276623,739631.148170,L8CPQMmjV5,730090,170619.131077,bEY6KetGsQ
958574,957619.953284,aSm6zYaTyn,278976,768483.493350,wNrh2uHYpm
708440,363881.846099,BINRoEVvVe,919030,741213.581159,OlnF7kbvFg
719315,106998.399164,e33fZ7PEjG,131224,755720.391648,5q2onacwmf
648407,190283.117013,lmdaTe8QrM,61075,711258.403545,zXnJ1IgFoE
291477,447849.902735,Xxx6AwATWG,272733,545677.727352,t2SGsHVuKt
970735,417741.332260,93F6wtfIsb,357140,312322.651210,EbgFMOBe7j
285205,393749.838905,Kbz907qCFL,892947,720521.258323,icDSKEaS1f
194593,212238.198653,Qir7PKtlvs,296324,460085.310807,nIfoVKa9ZZ
721000,4210.777261,xFeQ9EC6Ip,274359,771266.949977,JtdYBiFiib
804603,940330.275185,S34jkr8myY,499339,641758.146823,KPHYhi0G00
806462,696130.470615,1rwLR7ArYU,11905,168345.756618,xZWzNmqmYA
794431,628467.682990,9r2PiCKU6u,561123,550612.653778,2JqUod8jYR
493524,117510.452179,J1QqmFwwLY,816924,12247.627054,EMcFsSkATR
492557,32796.692001,oddVBGaCLK,153109,176795.137212,2AeVyko8Ww
331497,849371.769382,IsrlbEOe3j,363754,153421.770016,RRoyn1zTTZ
383751,320024.755449,8z3zsykTCC,476694,566428.953453,F51T35m0f3
960568,202690.741929,gXkGJ0CJOd,406426,50236.967847,zXfARvy2Tw
882996,384134.851051,qGRgUPST1P,287109,668896.781983,5Y5TXzOj84
652661,412333.909897,J6mC0Fllsm,428498,126531.225375,0UGIBhIPyQ
76980,789187.797676,0jHJeXeMjC,802149,63000.858604,QFxViVOQUb
774504,857712.935942,PkXGf56HPA,219206,651211.159293,afLGh7iASE
827191,430525.420017,grernHqhD6,979264,995648.020656,mpanV49hrb
173866,778734.617017,krexMkx0Nk,297786,728593.902938,dAFfZRnHw1
86966,161478.294621,HibbJHcKWV,249089,669933.710527,Bk3jO4r3WH
91548,481484.294971,lkfijoroiU,155717,775436.594033,xxhxLlZxtQ
144463,630506.092014,L53DczhT5a,55297,721015.230965,g3gIZO3aRj
222898,2767.054916,tCiN40bUzk,192535,247925.393689,BOG9GBuXt3
233797,72637.015218,XVgP7lUz0N,472785,605906.789166,ovZcmlMTeR
518506,559746.901009,tXhv1YMQPs,475003,917352.505115,1tlTQcWfqL
195267,348681.634573,zeYdZSd3Ef,951961,573500.624962,fsaYDH7BtP
744060,438488.082689,jsmHEFVAZX,362998,459159.319756,Vi6j6HiW3H
601525,761069.915668,Mj3Mu0t5CM,334983,491770.353284,NHcjYcTa0N
539502,170345.953354,7KHGmqh1at,884093,497482.401299,dQgRE5iJIt
861695,707320.236496,dVBH2YXm1G,937259,281845.216625,zKTPSk5C19
658199,344378.357148,bp0NM8aZ7d,770690,304724.086186,J8xI1Rl4hy
383843,877031.546860,9Lb6mzO8aQ,725786,839692.603916,EPAK9DbKIu
167253,598201.053701,riXbs1JO2V,807767,675524.085148,aiSritxTGk
133219,391504.052680,RNL6wpB0AF,836820,567266.617602,UKBYUyZO2Y
698248,823172.205230,OqZxjvvJ2y,742854,581462.110746,tHbQJMfIn7
205026,622392.793878,PP1QAFl0HP,399740,434176.376216,Gbp92DPkiQ
297248,567867.652349,3Fbb1GaRX1,630240,268498.631953,iVuX3uvKOp
600843,729525.140119,9CaSczglpX,243896,987111.849056,zibX28lOnH
674929,814106.773266,bTv6G70lqu,164493,759533.631531,tQ6qbNI31w
659580,560068.797767,xL9Oe7ru7N,720724,891683.823704,XEEuaSmcyE
239272,31601.819804,l3PJBH68kI,8973,174040.649093,RelwN8pK6V
109298,884148.643256,5AJjxwOO6O,914716,57327.470532,SQpLYNtddY
310914,251958.200470,7MuGIUeCEU,937916,574191.051495,DbRM6r3oKO
885992,142082.200640,L9dbnQXgwf,701932,249400.034829,K7bLr1nrmL
541693,507726.618620,PNUVWSNTZU,779217,344331.126261,oazJnhYh5K
517982,455374.769869,5oCoyboLCv,727679,680454.877238,uzvdFCO9uM
188168,99656.994304,08HL6R3gtT,148097,299219.635877,GVm4A5mJMz
587551,137585.564931,xtfaHpi0Cf,339716,617527.467453,wHnqcJ6jNw
583487,424795.522138,Gk4I30grXS,303516,613847.982220,jn9si1Ne5v
509527,444029.564451,wIXTLSZaSb,637849,863676.276017,fnjaZnkogd
566349,754665.873057,9YlcTHf0S1,490121,847002.012072,Qc5v1npkk2
338391,711034.309760,x518sm3UXh,970464,568496.477025,5vRHm24qPX
760752,811963.080835,4mRZfwMC6P,786951,108770.821066,dk1U7WadQ2
289305,306317.072224,f86U9CvXIq,326210,12863.804571,Ddkkr6NMNK
903713,111832.813148,K3kj1mY9uN,998220,117189.499342,AbnO7NnEar
176545,159514.160611,GYuMqfthHs,953705,940216.904492,7YXhlQmwlm
998908,966492.082607,0cLpRBLO5Y,702318,653706.743168,xyFS1rN84Y
794769,997177.390276,Kc1BYOFpYn,175642,978197.792211,vPMzlPp1TN
655332,761437.579768,L72lGcR2WY,45426,701642.276748,MzXpuDOGbG
172540,23362.750827,88NtoTpFf8,108759,591977.698995,rrAbjYMrMR
690753,754314.304145,REDaO2trLs,547070,957313.422605,Vdp31sjKqz
963710,633982.063889,8yWmFR8aIQ,469424,662932.771968,MMiS2nSxWF
209957,125604.045674,9YhnUPXdwQ,141403,149296.445643,PgGNNg4oi3
919206,502254.118462,ySvZAkbpz1,574865,697204.119923,UtXW1cGlqO
479678,577405.891368,483vB8rl0T,101151,682165.201840,chtv4N9l37
780450,750502.420618,g3VqWHwsni,886289,326445.233325,8APz2qAQUO
594180,920668.887225,VF48SBSRHH,774734,884860.436365,SlkJibUChp
542858,392155.421155,lNFtC1p9Rf,795472,283812.110853,85KKcuU4OU
137561,241080.665178,ATWeVxNj8u,718494,358268.355295,pXge0h76I6
237005,790630.228945,BIlOpBZDxS,196660,680789.625147,5UmHH5wXoz
629588,183224.066515,C33I5QFc9D,722550,388126.179334,RM2jIIo9j3
477717,259299.710973,S5nIXzUjQ3,811966,546252.999153,pkFgxoutuC
236442,490495.589421,Zcpadh1ivf,797908,413441.842368,rJHbDOvLlo
266592,977620.239996,0PebFwH1du,535486,372140.530807,C9N0GFXUT7
933237,674928.098313,vJOVeQHRuY,283687,921649.765270,TZM6D4y19h
463957,367089.847020,JYC7G3hlSh,931613,830774.830979,ElEyWdQeqw
451125,723940.246198,6aHfN1Huqb,699604,519181.749797,awbs1SnZbA
364757,598217.523470,OlE7hkXNGv,401101,515928.002438,CM0aCqbHYh
670155,377327.833098,7eJOuf4P0d,393687,13429.367623,HqbHNL8tIP
422558,917385.692108,iOjJiupkRI,368547,46070.817928,rhjDFDPTxR
379784,952692.156769,hF5qYvDElI,119411,162618.648863,fWfLQVl0ix
993898,816629.809524,SFfGtoK3js,322589,257973.977409,f2qmCOnTAh
546029,254280.007124,cfrI2MDVfv,352538,126628.466533,Qe5PYrT3Pk
300149,298290.633331,GlqKKpuGEI,371294,280041.720785,sPeGKJEyJN
318351,973219.448524,fLPvCRbLBB,56825,419810.999334,H8PoscLeSC
410716,759020.703970,E2myXLAZ0z,577657,215934.269267,F60D1kiKRY
190711,832157.611409,vYbH2AYubn,490490,411719.614182,bMGznCmK9n
549745,189567.833295,RbvA4ktR4k,771672,940739.001890,S0eX7MYn2I
943628,342305.574633,nGqGdiO9Cc,18721,765966.302550,JQzGcIR4sS
147167,55690.410451,Wytavq5Npj,820350,414733.978684,hpUDpK02dI
688862,635295.267934,uQOUpGe8dy,839820,563752.375436,6KxClOfpNR
335025,800540.133995,PvG4riy5l5,665875,112014.083388,09MevgMQWD
684327,862647.717664,M34yhY64rL,842520,98633.123536,DkoGzuSrCj
397765,514774.320956,0EuvoBlBEY,685660,974349.569747,AIAEYsLkCP
808532,3535.947552,y5qfunpUaE,789999,679865.190670,Sicf3Jwkyy
679498,110524.637758,VAqGJAKeKd,83594,754532.000082,pcx4TIoDGb
429315,562093.595010,uReHnJx4Ao,946850,166786.107726,81rir5HPPL
878852,352540.384039,54vf3UZjb2,686757,970365.013363,g5JJVMqngL
560060,961733.433918,woqdC8xQmk,538356,177573.610864,eRpAKYZ97H
794793,720.266032,LCp6BVGahf,728148,951443.433803,ZCUQwe1pQw
325688,2149.362224,0lLaodFsJo,685863,892973.751600,G6hoEVZL0o
315074,669086.176426,cELpKOOuIm,618950,447093.493793,dnDZIZ4ype
919631,640976.328863,cYoZMyj3Yb,766237,774896.552860,DT4SKMhC5G
364707,143345.072335,qX4WMz2Uyt,303006,724581.396448,SXz4fS22G2
211101,376111.592844,eaQ4uYE80B,43461,133562.369654,MDT8lTev7m
208067,252635.103129,kMDIdGCgBj,864515,622020.894562,8eTDDKJgnD
459905,741704.709040,lWCuecKfxL,753547,741971.956855,69Vma07dDA
416799,704457.327064,yjQBlwDl6M,241270,815392.010526,GJx2yfqvUw
383874,175589.602823,wxJlQyztCw,154259,360114.844869,T99GxcQb6r
952935,470064.525302,ww8EaNMkuG,815173,802456.849671,C8lGzIX64l
973226,923017.477606,pU4CkDg3NR,644029,260397.702328,CmJbDpNYfh
147474,888689.648111,v7RNgPJRcf,73071,345789.810103,3k1GbuBNZy
354360,452414.507140,muMvVydNOY,410860,441957.251604,XNQAXpqF3B
887501,971179.617425,LOzBUS0Fph,403509,537804.812935,eC6buBu9SP
967280,211538.887280,iig4Pk8acn,296857,659853.854799,KMmiNh8zm9
528222,349637.822445,bO2xOZcnZv,164838,940791.926572,I95ooJTwi6
71029,260970.520359,qEgK1XpoFT,715687,95841.839252,Llc4LuGGjs
839578,749090.464199,QdKj3z0ovR,819339,287873.373388,af5ZHVLk3S
447035,244681.937681,yInwS7yJU7,24043,350013.226946,Y0d6gbTkZn
666644,257400.612657,MesX9725Qm,708945,895655.172801,OuxPsknEfy
804342,798313.450803,2uNTRLRt1i,362146,234650.284816,MQlPQFmF62
192721,543667.905980,rtbNtrVyoi,641185,220546.961505,ZiV4e8CNTB
590363,532652.673489,v4ybHY1AOi,714608,55391.207653,T7GLw3VXms
277288,828478.618803,im9STJeg9N,81182,252238.718185,LHPdPJiUCU
162491,60728.496117,NSJss1p130,747219,728795.040611,Z6n2CSwyB5
988613,489217.297942,wPveap2XyY,416065,351802.219767,mj0gvVBcvF
143223,78518.357970,wKd2qX07Tx,492835,592750.684448,thLN6vTBtI
179575,144790.586993,10RUDKjbCE,788545,49097.347727,pSqXkGH2Y7
904343,567427.332368,6wtcJfLcz0,553008,692424.673019,YdudKsxlXR
182903,655993.774626,cWk7vcVpCP,34322,327295.726657,eRxmk3SMMq
481963,413394.060175,griGl0xiuU,298014,533123.287811,BtaigH3Qbx
447104,757512.835565,HFH7CitZTA,425876,617329.384317,rn7VacsLIY
187604,9658.345279,0LFZVdWvgU,476584,707654.841624,9TUVGurBDn
464375,100636.261959,sgufK196v1,373063,261257.952155,7tcy44fE6o
181402,925254.083322,F7sZOKzkvo,482387,819378.396814,HKbyPoC0F6
428219,385068.804369,OfDbAdw0bP,967658,169448.876188,ypukZXOPjF
670962,917835.172230,144IvjwUiE,383309,104875.908795,wJUj3B3AWb
312484,167252.440662,q94FOG1yGZ,258647,20810.232557,mMTfbGL7BI
771047,192350.762097,Ql2djeHjih,566950,390423.728108,rsIpGB0rPf
271281,134420.073354,CTc5ZmBPyz,923293,795820.648731,4Ri6785v59
538972,487675.694200,UnY1MxHuyb,646763,793714.597231,6hdbKSTIlv
258398,949378.542758,mIwNqODlSf,419767,357650.242183,cpQIfXEZaR
228491,919085.804511,IwTqK0Gewb,735553,299825.726760,5vMlcBMrhf
310037,803573.832444,h7Z0lwUVFx,989344,794704.419779,VYbryELj4R
204143,432880.041203,ZJy2irdOj3,740128,698810.256967,lNqWhnj1cW
976583,752237.789523,ACbopGiOqb,493901,869057.017364,Y21p27af1v
585503,804073.109685,eDH697DGl3,440789,553284.772714,su0PQSajFF
193761,743802.462018,AOa8PF9zbJ,581760,739681.515807,hpJQqw5Svj
288872,400364.148813,gXKeOzPaU3,128167,956559.207896,7la3emW9UO
972461,97175.147199,EKrxK5IPPB,726593,348117.795196,nkqfyedu8F
327491,384965.209557,YluENAZrQY,75263,823547.715118,NIelwnJ1Xa
397371,220831.566155,8nMtUJgONy,189065,838138.965326,n9jibkMjko
593301,678596.168070,BOXI95d1ya,945766,314399.641567,RUMxvbyK7C
884494,647985.281480,e2LN3cOvKQ,315472,430026.534893,cvvTn8lN7n
435274,500882.950724,Mgj9WRdq2Y,470387,749379.079949,lMnrmlm5dq
312366,943389.171972,UP5KELPOpu,723109,910842.602005,8YUCb6RD9O
327880,366913.532963,dDMPkIojmB,546673,154383.114897,lMoNfeaMEP
182795,616164.788166,ow8IzgOPsz,130503,857791.082019,O3Pv1AbqMo
607724,595821.350571,UEdG7HbMkF,152630,255452.524494,6gxEDObEWa
993516,90335.883730,k9WaV1f1uH,940835,220382.936446,zx9k9EDL9Y
955031,261405.838807,YMJ9AwkNrx,646466,112942.523379,6uH3yPHmEo
608258,660476.459732,pqGKMVGqSe,538540,845695.495491,D0et5JfkLx
936317,479032.745137,SXmio6dcE8,275951,801983.140989,YiA5s4GHVa
564831,865794.329086,2R4Dqu1ICS,641393,343645.680281,daVGyx5irH
210333,110944.882807,O0RWSht77H,265981,642050.100592,1DC6SDFPwA
224728,447357.578797,nkwUVXNddE,973992,121246.729344,hx9jHTTlzG
601333,613861.471783,UV3WiHFVCe,496546,174927.193255,mPwRbn02jG
198454,605771.208027,2FulTldVhT,646670,348148.080898,RsRoIOb7kt
599210,174393.560394,0VHN5xd2lS,353538,475713.993346,Kd4m7dADpl
695842,177265.486972,OkSkIvgBsY,992456,362098.048267,vYN6M0nqfq
745728,393713.877837,XDnpEiQ6sF,392715,880141.488307,84pFBNWnHF
336336,630779.412686,hBrSxeoxhr,71692,574023.740445,rkyJfVWKzN
762366,557373.621079,UX6rBLoHwt,162329,515724.392019,Fqr41GLQ0j
818765,156882.069888,ER8rcPOA8O,994358,11383.772077,uxaOTLlyFm
541131,175780.994432,Lv9NAQLNMA,857313,417516.157608,0x33KEEkJQ
981298,703805.433829,pdv3iyy9Nt,310238,37301.314725,iPvFVwku1h
616230,501972.916690,DcrC58JRKV,246937,214380.989670,ZyCuyOTqWc
559282,187141.661607,7gkxiE7UmB,656803,872296.372184,78Z62Rx6Rn
753926,756317.010769,xYhbqv04Sb,507611,523440.996726,X318IdjJeT
684108,474598.640639,fP5co17o0B,882041,873557.059109,hbkaPS7Nh5
42588,628386.052504,T7Yj9I9GS4,654775,462960.607898,AbSWDYrPFG
134562,776994.862302,7j9nnJ1BpH,258158,606472.791102,hvjcIys2xo
178812,439786.324858,l2skiNwNAO,345813,166093.738133,y7APBLZMAU
671800,829014.953067,7Bo8PUii2v,363719,571477.551658,Irj53bRrrp
77633,551431.412643,A4hj3oa4QY,394486,8109.879072,dyGskj71vQ
202785,151274.302311,qAvVio06Sr,949906,754223.411464,igTQg5ejmM
559817,464826.989430,iGjDsmH8Us,518380,797022.999193,l31LFeBJTU
19266,60869.259341,S3nsuTmRhG,469468,937351.159392,kSq33uNk1x
79842,309484.321023,FTwo0oZTuI,355340,104295.216899,UXGnuA97Ln
567084,805578.565158,y0TdbkEYDO,828185,586692.541478,G6njCWhuIk
948274,659047.059941,zh333NiN1M,647771,969420.916560,RAjLahoot9
461193,485413.924557,0F4RAGgS5p,953054,246464.848754,DeYwk4DBS3
45244,918478.899965,lZIBTQT6YY,723581,561885.895041,hnPhBOTp8I
206965,316258.541335,lZvjPDgwxZ,406801,488475.042743,V4mZiVo76S
75911,407532.336339,V34SwVKIeB,22952,319133.550439,NEWjdXAm9c
170179,173321.062675,1IM4yP5xfM,294013,363744.046930,Z8753xVnNf
653997,259002.965783,KQ6pVYiQzX,769210,630544.273534,trcMhJgDNW
196979,854258.213279,DX9a4URHtw,665793,912417.851005,6GLDr62SqU
177889,765720.095751,9eQp2A9vel,965753,323736.446971,Vq0U3pd6er
159726,301317.742365,O4eLNZCZ5s,627768,928762.154643,LPWkPFHf6F
581556,82869.903884,VcQGsmDpCD,88546,94290.588341,pHhxUOrZ1l
175323,596310.890592,EEGgmOSoaI,235878,860372.131434,je1llhwXq2
745112,555658.618246,nrS6ZEloir,315472,558299.266801,P4Y5tgiJCg
778926,203848.760434,GWzZDovx3s,968752,511257.339307,Ogn66GPSva
957497,733737.331701,0WEh34du29,991702,673546.053370,Dt1hmuiQNb
12596,892507.642359,OkorCNglq6,7979,354635.081129,5JG1LS134C
598773,111282.577305,mlWaS6nSpx,98240,757004.476141,n7WMwE3MYz
684792,788316.746526,4CIC1P1Ufx,652135,409903.322436,EYa4A5j641
8885,980609.895001,Q1Yte394H8,480286,901028.092603,mf3m1cZJ6v
488216,345927.792302,FizpdAuRWm,214968,59467.577482,2ZFKPNuIQV
781638,773384.620306,PycPX3FO9I,601908,270490.128250,GwDWHTXGGw
241424,860793.715230,7QaXes6Zn7,555883,656537.557718,ueEyopnQk3
224678,988579.996159,BOGXYzmzAE,968078,345019.957303,HarY1GBfqC
552627,721534.171042,SqfBWWiXS8,487272,464723.515313,NskZvU0wUA
26588,576085.437046,sFiAhL9n6C,202098,287634.258546,SFVvcbnodD
161361,504847.796046,VPTzk6stjB,996943,240930.698296,Z7Ioy6YKpm
788244,370096.506433,u8ZSMV8eg7,535298,399822.822398,9I2gMnHC3v
482603,856316.434206,5IR8M1Qf5p,767210,233807.001541,ZWSiSkYXMy
614366,615672.729724,q5JTh8muRx,245692,883259.379027,AWYV5krZWT
548722,961454.614868,suXppdy3hr,30005,107529.621889,wsFv959PdY
252444,176288.526871,3VEsWd7aPM,990841,41017.463927,xpt6Etd6af
993666,806546.834288,j9cRliuFxG,660481,206812.080891,IgRoLVYwwu
35240,604619.806069,J9erlMUkU2,937193,417459.134560,hLtgNOYxU6
698753,213105.641304,Q9GDU3Bpfp,479781,155998.538476,Jin0dLJVmm
140153,889842.773763,keNULXoAnb,289502,925332.160673,tQD8cSV5xv
836528,788506.473382,yqEfd0WtcK,885107,900798.361347,GBbuF0UW9I
693233,272413.713661,Bq4FBaTO70,754397,864807.227015,8WkKCe3hki
214391,556630.402390,mAvJIkaNjq,907789,472007.751349,r2UIw4IPgz
401705,268996.905538,QbBS1ADW8k,829747,918227.966704,1GWbRXpsa3
503187,398217.474261,os9g7LCGkI,481743,360276.721520,UzS3vk2gqf
420611,522834.991011,8afDTTeFlT,251310,294953.787667,B91C3GdIn2
969484,329048.537560,Yt7Iy04rT2,103988,566579.646614,EPjX6lXu0u
605461,755554.316339,13Xp1SC4Mx,339112,942119.510319,kgtvXjfJaK
678315,184714.915281,GprFaofgtU,908030,496773.591521,aHnafSC24F
28580,254808.430914,naJGsNunDH,759543,482240.120274,dilAypiH9h
924867,929476.927457,aUS52QnQtL,633060,469229.416124,44WIgEFJQy
654887,701256.617586,TchEtmbWO1,329898,386362.096144,CnHvN2ED7e
810627,803707.929036,zcZCNvZ0l3,980330,333034.230006,V1qMhZSp5o
499154,226966.952148,ttxQAEl4T4,260703,256262.242632,3ZooKL3G4l
552016,503842.473911,mwE41vdELH,539423,255850.909556,Hiv6rWbJn6
874124,578779.688430,f0llj3HO2k,900027,269737.313399,F8xLvKN2oC
308203,985002.455400,li6wpBAD7P,170105,916574.439068,Osn72SEdks
633804,41753.132172,LlLSTO7kzz,514912,61216.234380,1XTJtU2Bbr
